id	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	gene_length
Gene4227	4554	1374	2577	2254	102	4926	439	6137	5370	9392	7006	5639	7231	5452	535
Gene4228	3099	774	1372	4612	3547	4982	3012	9077	3904	7759	4767	9255	3291	9352	10813
Gene4229	1849	1527	3528	1133	4270	3975	1588	8884	4439	7923	7960	3550	4184	4354	5432
Gene4230	2968	2200	4371	199	2037	2647	3596	4398	7768	8255	4937	6910	3089	3360	1219
Gene4231	3974	4668	829	4998	226	3196	3335	3535	7714	5952	5214	9596	6201	6544	2565
Gene4232	242	1292	4791	3916	3057	1281	4493	5297	8867	8471	9241	8596	4049	8302	8106
Gene4233	888	723	2047	3256	2527	3321	4815	9135	9486	5451	6234	9754	9274	5406	4376
Gene4234	4859	1601	4455	1963	1239	3028	2598	5420	3723	4581	8750	7012	4535	5194	13812
Gene4235	4522	2132	3608	4437	4008	431	4894	6795	4805	7684	4950	7531	7188	7417	10256
Gene4236	3619	3936	491	1012	463	3544	2230	4849	4127	6064	8079	9944	3852	8731	11559
Gene4237	3375	3050	2595	3993	2055	917	4019	5478	3019	7507	9356	4538	7062	6551	14829
Gene4238	2579	4310	1539	4372	2694	566	3217	8364	9679	4052	5454	8377	8495	9849	1338
Gene4239	1545	479	672	893	2415	3926	970	5260	3528	8128	3596	8416	4198	9786	6228
Gene4240	3255	852	2737	2604	1930	947	4902	8556	3390	9296	9623	8095	3734	8376	4423
Gene4241	4012	405	4943	1442	1069	731	1169	9453	3620	6490	6979	9176	9126	6776	2289
Gene4242	2716	2317	4220	1713	255	4529	2	3654	9489	9513	5556	9743	4141	9778	13448
Gene4243	2179	263	2294	1674	1611	1674	4262	5687	6709	7995	5014	9940	3159	7520	8024
Gene4244	4737	4322	3418	742	2781	1464	112	9177	9746	6062	3582	5950	5208	4168	8097
Gene4245	2512	2398	4450	76	225	1528	2231	6851	4983	8455	3091	3891	9504	8302	2180
Gene4246	520	1755	3686	2206	4794	2314	1408	5925	8207	4255	5776	5129	9047	8684	6002
Gene4247	3661	3669	3204	2750	4041	4118	2325	6419	3183	8350	7703	5993	3207	8084	2592
Gene4248	1834	2457	925	702	3310	4003	2888	4706	4203	4961	5056	8442	4443	5587	2734
Gene4249	1673	3426	2844	4320	1642	4934	3913	5430	3787	5865	9002	9776	7436	8435	13116
Gene4250	4301	3242	274	642	632	2257	2229	3482	7671	4485	10000	8520	6824	7094	6248
Gene4251	2882	3627	4790	1757	1267	2291	4561	9206	7589	7671	9708	3384	7872	5164	5705
Gene4252	135	4355	2127	3102	3427	3141	2113	9168	6624	9952	4369	8843	8869	7935	8587
Gene4253	4226	1688	1680	3637	2167	4066	590	3156	5865	7558	6944	9308	4267	6753	7119
Gene4254	217	1808	734	4151	3378	4531	2779	5540	6319	9137	7496	6323	7199	7001	3475
Gene4255	190	3789	2056	556	3412	3971	3024	8165	8654	8522	3677	4178	8955	4067	1918
Gene4256	2053	58	927	4881	4681	929	1287	5744	8347	4344	5328	9105	6152	3627	6680
Gene4257	3256	717	2040	2947	3833	2305	1058	7568	9084	6927	8565	5428	9565	7035	13809
Gene4258	4558	3606	3001	2450	2009	1534	1416	9144	5251	4813	9968	7172	5982	5375	6879
Gene4259	2032	1114	1272	1982	3251	586	4362	8578	6956	9504	4359	9672	3121	5631	3173
Gene4260	2574	4001	4242	4004	2161	363	2613	7704	3295	4460	3566	5826	3127	8554	6837
Gene4261	3549	1514	429	438	2695	183	737	5781	6417	6086	5634	9198	7553	7564	13791
Gene4262	2652	4799	4550	273	3378	4045	2995	4120	9267	4441	3680	8869	4997	7155	8236
Gene4263	2613	4179	769	1836	1504	1557	4653	8597	6531	9255	9700	3066	3804	8262	7479
Gene4264	1624	4354	2088	1868	2119	4667	3331	5288	5942	8684	7900	3293	8930	7142	14987
Gene4265	3437	2932	2441	4239	758	3826	4383	8977	3685	9826	7488	6773	5023	8639	7585
Gene4266	4453	708	1843	30	4337	2674	2760	4020	6700	5086	3468	9506	8262	6977	3211
Gene4267	1124	4783	3564	4388	888	4955	3280	3081	9661	5144	3921	9898	7187	4086	12627
Gene4268	4719	2451	2430	4918	2273	2577	3375	4681	4402	5437	5734	4390	3710	8077	3790
Gene4269	3426	4954	3955	4364	3775	4615	2601	6343	7578	3538	3111	3718	7516	4797	1256
Gene4270	3194	641	894	4475	3667	3853	3692	8239	9314	9736	6884	7221	5230	7992	11315
Gene4271	4534	4364	1827	1381	4166	3370	3466	9302	8529	8438	6842	8260	3888	9479	13336
Gene4272	2963	166	258	3144	3039	984	1214	4239	7423	8850	9741	5104	9768	9054	6624
Gene4273	4797	2572	640	2388	1971	4253	2121	5593	6885	7516	9564	9994	4082	4514	11691
Gene4274	4530	2016	224	4530	3610	3543	854	7246	4487	7931	3147	8118	5843	7918	8803
Gene4275	1870	3119	3600	1041	3885	2295	4913	8553	7229	5775	4323	4551	4273	9486	8263
Gene4276	3794	4906	26	1154	2893	2913	2536	4174	4402	6918	9382	6329	6873	7551	2412
Gene4277	4869	2389	1936	3467	4357	3055	2180	3777	9407	8811	7506	3248	5758	5821	2979
Gene4278	1185	2470	4442	4058	2770	69	3168	5048	9210	9351	9227	8328	4043	7332	8156
Gene4279	2829	4635	1467	4566	4051	1668	1800	4187	3276	3687	9469	9840	6146	3341	10670
Gene4280	1494	772	1810	4164	4895	3482	965	9129	5088	3483	6986	3302	3029	3864	13239
Gene4281	3546	3274	3311	1772	338	268	3967	9662	3351	3562	8701	4013	9109	3539	14289
Gene4282	3282	622	415	3861	4331	4533	4541	3849	5048	7975	4045	9614	3398	8666	13861
Gene4283	3581	2609	1061	306	1460	4439	689	3229	6111	7495	4636	8239	5768	6232	2739
Gene4284	3424	2359	4704	4576	3765	4138	2151	3336	6959	8100	8780	5682	4090	4648	14421
Gene4285	4460	2472	3161	1307	1892	2686	3976	7571	7103	5571	8169	9872	8701	8255	10406
Gene4286	2359	240	3344	2223	961	270	2371	6510	4098	7143	5890	6551	4121	9116	5612
Gene4287	4731	4821	2856	2925	3261	1858	3405	4149	9948	8335	5014	3790	8880	5507	12977
Gene4288	4728	50	3075	3086	3802	2146	1826	7814	3461	4275	7963	3528	6327	9607	12423
Gene4289	885	436	3804	4974	517	4618	4237	6591	3596	3897	6323	8638	5906	8582	10713
Gene4290	3139	3425	1189	4859	4427	2329	1216	3831	4734	7373	5875	3046	5362	5799	14549
Gene4291	1827	1024	3970	1914	420	3495	2026	3609	7559	5627	6587	3786	7289	5506	7230
Gene4292	1650	2956	3501	3479	2042	2240	404	5958	5928	7627	5064	9260	5293	3340	5805
Gene4293	1452	1607	471	2202	4995	4098	2910	4231	4503	3799	9900	9003	7060	4307	9992
Gene4294	1006	4573	1486	2778	1526	239	3929	4825	4109	5976	5718	8926	4561	9402	3201
Gene4295	3852	4208	1337	1656	2889	4804	3419	4028	7072	4884	4534	8769	6322	9677	3352
Gene4296	2251	3114	2728	1086	4067	3888	1330	5841	4234	8165	7805	8186	3100	3637	13323
Gene4297	1393	791	333	3365	673	977	4040	7227	6840	5542	9152	6413	5472	4108	4047
Gene4298	2990	3481	4987	4029	1389	4906	1193	3777	8399	6123	9392	7513	6814	6484	7379
Gene4299	4301	3378	3719	4372	2216	3032	3163	8779	9371	7131	6948	6770	5047	9447	1227
Gene4300	4820	2712	2552	629	2898	3176	3450	9627	3168	8440	4754	3196	7060	4045	3147
Gene4301	3213	1056	3621	3539	1390	2664	4460	4560	4495	8163	5256	6565	6810	5118	7814
Gene4302	2582	1145	511	3907	993	414	3273	8123	4819	9799	8607	6537	9669	6534	9237
Gene4303	1982	4219	4457	4577	3167	1788	3036	4081	3715	3716	7567	8742	7645	6220	3645
Gene4304	3709	2589	4387	2241	1698	2865	4654	9094	7743	3582	7953	8601	4549	9381	4282
Gene4305	3942	3087	4117	3518	2441	4622	326	6005	7195	9914	5276	3546	7862	6194	4450
Gene4306	3625	4185	4646	3570	2394	752	979	6176	5444	9328	3168	8340	4152	5979	10177
Gene4307	1093	167	174	4416	1441	2731	2530	7949	9080	3006	7818	3487	9161	6412	10289
Gene4308	200	1711	1446	594	2590	469	840	9896	4004	4277	4775	6093	9787	9112	12973
Gene4309	2780	2886	1934	2651	1092	518	427	4250	9021	8872	9411	8465	8466	7623	14897
Gene4310	2169	1083	4629	3854	4017	1353	384	5865	5725	5648	3686	7390	6737	4578	9269
Gene4311	1839	4034	1083	3024	502	2456	3017	3912	8790	3961	3602	9883	8208	4231	1297
Gene4312	2171	1286	1638	761	811	4665	3298	6560	5806	9433	5916	8758	4695	9372	8473
Gene4313	3389	2973	1895	137	310	317	3594	7572	3552	7414	7083	5805	9855	8758	8154
Gene4314	285	4230	2849	1412	4645	3908	4474	5321	3797	4742	5763	4319	7220	7862	14799
Gene4315	609	3321	1728	2020	1887	4310	4634	4720	8273	9975	5813	7313	5756	4722	11934
Gene4316	40	4350	3746	3959	4124	157	3396	8890	4331	6611	4874	8024	7581	5986	12493
Gene4317	487	2947	504	3797	2889	2759	3248	3147	7526	8165	6543	5078	6921	4412	2853
Gene4318	4301	455	2828	1524	354	1929	1688	4555	8843	9507	7348	7901	6803	7995	3943
Gene4319	1070	3480	4243	3975	918	1638	3562	7941	5831	4261	6899	7399	9848	9198	7551
Gene4320	38	4350	4114	3264	2965	2491	1816	3069	6973	5774	7956	6619	6060	5996	8165
Gene4321	3833	3542	1777	3413	2434	1161	4832	5579	6517	6411	4532	4802	9241	5602	8885
Gene4322	3850	726	2305	3421	1715	2675	1921	4098	9857	5999	7830	3186	5494	7147	13638
Gene4323	1385	3347	3376	4039	3105	2009	860	7453	9008	9163	3837	4137	3827	6024	1690
Gene4324	72	715	1396	4583	2870	3216	4517	9773	3410	5326	5419	8791	3151	7293	1393
Gene4325	114	871	3595	1024	1453	3343	4766	6941	4252	7034	7454	6253	3007	8936	4438
Gene4326	4234	4019	2486	4257	270	1280	491	8785	7080	6671	4768	8648	6440	5248	4793
Gene4327	3326	2704	3932	1399	3104	4993	2634	7478	8693	8138	5938	3256	9077	3014	1410
Gene4328	4618	694	4119	739	4687	872	3997	6306	5824	8825	7653	8543	3344	5377	1712
Gene4329	488	3882	4144	1910	646	1368	1376	9818	4079	5567	5010	6007	5196	8124	9533
Gene4330	4503	355	1609	978	1911	4705	899	7559	5522	8491	3330	6293	8133	5591	9992
Gene4331	3620	4330	2765	3864	442	3687	1902	5872	5315	6907	5414	9717	5465	6076	1267
Gene4332	415	4698	123	3310	2196	3524	3360	6894	8617	6477	7472	3462	8009	5883	8611
Gene4333	4883	1158	4900	1398	2482	3028	3434	3061	4722	7798	6658	4171	9322	4304	1630
Gene4334	3447	1250	82	3667	61	4382	641	5813	5057	9649	8777	3246	4248	5603	4555
Gene4335	167	2765	2071	3890	4609	3169	1735	9875	8989	9538	9695	6660	9932	9516	8403
Gene4336	1056	3168	2387	2358	1988	3095	3284	7717	6855	4228	7491	7731	7997	6124	10671
Gene4337	4178	4474	142	3791	1191	2176	2001	4777	3762	4178	6558	8742	4065	6022	10186
Gene4338	2049	4097	4792	2453	4118	4861	2571	4410	6873	5304	8148	3078	4525	4069	14218
Gene4339	303	565	757	3074	3506	1237	96	5233	6957	6630	6785	7604	6131	4104	6664
Gene4340	3509	4358	934	4428	1364	3098	1590	7529	9585	6515	5713	5580	9562	5293	10348
Gene4341	4010	4433	620	3908	2772	3045	3502	9695	3955	9135	5645	3734	5377	4041	9948
Gene4342	764	2150	2194	2698	1348	1871	3066	5270	9839	4306	9243	5040	5511	7438	13345
Gene4343	3983	2744	974	2397	1381	3694	247	9859	4593	8639	8584	9519	4107	6614	13501
Gene4344	1712	2370	337	1319	375	3374	2433	7639	5493	6479	6450	4128	9740	7614	3612
Gene4345	3631	2479	4753	138	1776	635	44	8391	9897	4065	7544	7241	4336	5043	5474
Gene4346	2237	4972	2174	723	1094	4743	3005	6606	9661	3502	6019	5921	6520	3238	1935
Gene4347	470	37	9	1390	283	3128	1289	9334	5694	5759	6578	7265	8244	6361	12960
Gene4348	4027	2062	63	1018	1045	2074	1291	5722	7144	6357	3227	9388	9681	5433	10360
Gene4349	4500	3798	683	1986	3468	90	802	9728	8269	5450	7282	3182	8995	9888	2344
Gene4350	2064	3825	720	2538	1146	4999	507	7961	7512	8711	5909	3221	9957	6621	10352
Gene4351	1605	3076	724	1905	31	11	1536	5146	3933	9652	8175	4024	5170	6973	7680
Gene4352	2690	4342	3311	4962	4760	1522	852	3562	4643	8410	8044	5485	4381	7375	7716
Gene4353	3793	2139	867	2568	2583	167	1626	8015	9497	4117	3841	8640	4908	4231	11373
Gene4354	3416	224	4670	1797	2491	2742	3882	9430	9647	7147	5138	9658	4477	6045	13327
Gene4355	3415	1767	618	401	2212	729	1180	8981	4975	7081	7350	6687	8881	6947	1565
Gene4356	3621	3075	1023	4406	1761	1438	1665	6835	9456	7586	3570	6629	8051	8602	1276
Gene4357	176	1828	699	3204	3252	3203	579	8228	4540	5632	8063	5023	8065	6184	5353
Gene4358	3213	1225	3534	3906	940	319	655	8034	5845	9425	6083	6729	5747	4143	7646
Gene4359	408	2267	3155	2017	956	4539	3515	8415	5797	3079	8463	6822	4977	5389	9130
Gene4360	361	1440	4965	812	537	2878	4217	4410	6206	9791	4032	6054	9980	8258	10792
Gene4361	264	3590	1932	3428	3265	4346	2320	7950	6355	7912	6738	4331	6836	7866	3722
Gene4362	1409	2139	3148	538	3337	4175	756	3984	6404	5690	3054	3754	6764	4924	5788
Gene4363	46	469	3224	478	2895	694	2424	9740	6123	6469	8132	8956	6284	7605	14860
Gene4364	2933	3671	2346	3903	1936	2999	4895	8707	6198	4773	4352	9759	7980	7113	1575
Gene4365	4655	1555	3467	481	2655	2197	1916	3358	6851	5685	4869	6187	4712	3088	4647
Gene4366	4384	2554	2751	4843	2480	1547	3124	7361	5210	5672	8467	6935	7141	3271	3347
Gene4367	1835	4734	2842	4521	1958	2719	672	6435	9449	3460	6129	3740	6136	7442	6268
Gene4368	73	241	2154	4366	3878	4567	1545	5864	8464	8966	7446	7997	4893	6492	1617
Gene4369	563	3991	2935	637	3830	1621	3150	6106	8400	7839	7675	6666	3129	4077	2544
Gene4370	3850	1674	2807	4562	2281	4362	3124	9891	5435	8871	9349	9924	5227	3680	7037
Gene4371	2744	4699	2847	3153	2681	231	1095	3258	3621	4442	9151	9979	3065	5753	10833
Gene4372	4290	3497	2550	1445	420	1171	4395	3587	6066	7275	5152	9798	5313	3703	12453
Gene4373	1862	2039	2248	1509	3224	1653	3042	7271	7784	8663	6560	5990	6735	9197	9276
Gene4374	306	3287	1199	1916	2922	4125	3903	4482	8667	4250	4739	6547	4384	4160	2265
Gene4375	227	778	388	672	3468	945	1874	9011	3195	9170	6829	7768	4436	6896	8181
Gene4376	4490	4599	4281	3946	4447	4508	3049	9796	7947	6024	8930	7903	6993	8737	2276
Gene4377	789	2498	4931	4711	254	3669	646	5115	8147	4432	3253	8236	9751	3081	4802
Gene4378	920	2292	3536	2797	3148	3466	618	4977	6919	5358	4292	8779	5887	7208	1427
Gene4379	1324	439	2860	2547	2595	3781	4036	7679	8497	5200	6457	8355	6950	8985	5167
Gene4380	72	4260	2491	710	3471	161	1042	8869	3363	6436	7326	7569	7133	4443	6494
Gene4381	2422	3841	1664	1917	3406	4809	1120	3100	8680	7689	3338	5584	3569	5834	10623
Gene4382	228	2077	2447	4914	450	347	2835	6779	4479	9184	5472	8580	4291	5470	2785
Gene4383	1920	3379	4012	1588	4888	1125	1215	6075	9154	7718	4269	6059	3882	9611	8680
Gene4384	2469	3176	433	2981	3058	2556	4573	5488	9014	9826	3163	9678	5024	5349	4177
Gene4385	1220	958	3149	1950	2145	2404	4955	4379	7068	7456	9515	4601	4789	9022	1231
Gene4386	3882	1876	4579	1976	726	2954	2306	9687	7235	5872	7111	9398	7804	5864	934
Gene4387	3044	1130	646	2538	2462	894	4638	8500	3957	8161	4738	9906	4197	8092	5374
Gene4388	1772	2496	4918	578	3533	1263	314	6166	5532	7733	4327	5958	9910	6561	9246
Gene4389	4497	1365	1613	4689	2906	3228	402	4309	9583	7465	8525	4036	8315	8965	13675
Gene4390	3060	3361	571	4841	3371	226	3599	9353	8779	8656	4196	9567	3739	6698	8006
Gene4391	1206	2155	3496	3776	1167	1074	831	8901	7233	5121	7018	4673	7096	6232	12017
Gene4392	526	3298	25	4584	1000	2273	1927	5875	6095	8905	5374	7974	6652	7458	1017
Gene4393	1601	2961	4920	1225	1090	2031	831	8837	4857	9428	5618	6251	9967	6436	4646
Gene4394	4098	4439	781	1713	3873	1187	4555	3434	4036	9867	8621	3266	7766	7720	14789
Gene4395	1583	4383	667	255	4158	3637	2977	3643	8965	9763	6426	8092	9438	7435	1902
Gene4396	392	303	2645	24	2459	4753	510	8895	5554	9359	4937	3247	3323	9939	11844
Gene4397	746	2145	4438	2323	2902	2047	398	3324	9868	3775	6305	5372	6913	6583	14438
Gene4398	4146	4668	2164	4259	4851	2245	2920	8078	9343	7755	7192	6040	3822	3229	13318
Gene4399	4185	3105	4589	3844	4013	2558	1496	9463	4187	4357	7870	3734	7379	5255	10620
Gene4400	835	2735	2548	4914	2631	1635	3519	7294	9136	4493	9428	8368	9283	6617	3953
Gene4401	4549	2891	2273	1794	4099	3816	2116	7538	9983	4330	9435	3864	9133	9778	11302
Gene4402	3468	601	3834	199	2226	71	1489	3564	5248	3742	3652	4195	8448	8058	10031
Gene4403	4231	1032	3732	4172	1492	47	3640	7137	9040	3461	5663	3376	5605	4584	14412
Gene4404	1182	3582	1273	51	3433	2826	4337	8773	7026	9847	7654	6916	8402	3792	11265
Gene4405	1847	1556	865	1575	3946	4188	1871	7156	4019	9439	4749	6605	9337	8203	2795
Gene4406	794	3336	1844	4640	4400	3896	2623	8162	7535	3630	9662	4740	3367	4587	9835
Gene4407	563	1197	69	4367	231	2477	3615	4698	9024	4735	5840	7804	3077	4709	7304
Gene4408	4958	3326	513	3922	3763	4994	1291	7469	8276	8961	9449	7774	3945	6870	12771
Gene4409	1741	3507	60	3026	824	1507	585	3461	4823	8650	9872	7067	8306	4003	11989
Gene4410	2855	4493	1745	2259	3499	2282	3261	7764	3121	5173	5118	9861	4823	7096	2803
Gene4411	1916	4997	2253	4246	2304	751	4751	6015	3856	9263	5799	8805	5845	4023	853
Gene4412	639	2928	4341	2336	247	3066	526	7798	9404	4209	5351	4615	5525	4611	11737
Gene4413	4509	3649	2221	1269	2278	4119	2231	4074	3420	5911	6882	3379	8759	6813	9542
Gene4414	2604	1616	3517	2645	1606	3433	1253	9126	9560	5678	7084	9784	9942	6556	13538
Gene4415	173	4060	784	540	3381	3339	1253	5266	9978	4417	3868	5313	8436	9115	10316
Gene4416	1719	4771	2425	3826	4190	3101	4748	3787	3698	7899	6770	3277	4090	9250	7483
Gene4417	4876	2334	3507	457	1991	694	595	8394	5203	4243	5799	6996	3341	7872	10024
Gene4418	4347	3376	2689	4283	1558	1632	3638	7463	10000	7397	3471	5142	4763	5429	11535
Gene4419	1804	515	751	3840	4430	435	4188	7343	8153	4120	7326	6378	8503	4955	2333
Gene4420	3082	4754	2827	3065	3895	3688	4580	9812	9579	7181	4396	7483	4752	7174	11904
Gene4421	3251	1995	2704	1549	466	2560	2782	7970	9695	3452	8579	9965	7801	6961	4424
Gene4422	731	4178	3698	1582	2219	3119	1367	7101	4438	7169	4733	7689	8629	4199	1791
Gene4423	1948	4923	2461	4075	2809	4216	1747	7351	4368	3934	5696	4797	4297	7790	5475
Gene4424	3939	4805	2208	1042	2450	2619	4420	7049	6493	8882	9000	3754	4344	9074	13471
Gene4425	244	2525	1371	1800	3345	4393	1934	6275	8205	7659	5310	9397	9573	9833	14467
Gene4426	4276	2292	4629	1043	3943	647	3554	9809	5520	9595	4620	4432	4641	7441	14549
Gene4427	3097	2496	4105	4060	4221	1717	2554	8267	3044	4991	7378	7311	5951	5720	2240
Gene4428	1647	4355	4236	1835	182	3502	1024	6597	9444	7535	7988	3292	6277	5199	7619
Gene4429	237	1708	1597	3319	715	621	2618	5260	9515	4619	9828	8337	3177	6735	13367
Gene4430	3217	2035	2674	4338	4815	50	3748	8535	5162	9102	7888	7294	8707	9512	10908
Gene4431	3443	4710	1962	4856	1108	550	3020	4130	3048	8348	9713	3470	6800	5262	3787
Gene4432	4316	3735	1560	1899	2704	3878	220	9229	5965	8345	4182	3207	4161	9519	2243
Gene4433	4922	2906	4169	1387	3451	3328	1204	8566	3760	6155	3359	5897	7089	3927	9036
Gene4434	4989	2857	1211	3241	3372	1500	915	9298	8606	3628	5425	9389	4221	8856	4182
Gene4435	153	1705	4128	4408	1048	4853	878	3024	4915	5111	8872	5039	6167	9079	9555
Gene4436	2802	3510	3019	1733	4684	3946	2504	8021	3169	7777	4739	8178	8854	9781	7829
Gene4437	2823	2157	4454	3724	3845	72	3935	7057	8112	5103	9943	9284	7965	3734	5334
Gene4438	157	3255	2335	4210	10	2804	4240	5465	5545	4940	3128	7438	4204	3261	6126
Gene4439	4854	235	1635	514	4971	1355	257	7297	8697	3418	6351	7185	5152	5534	12357
Gene4440	3291	2744	591	3962	4889	2131	3741	5479	6649	9913	8926	3381	8991	4719	14714
Gene4441	1023	592	3508	1204	1252	449	527	3433	3274	3362	6847	4793	9429	3412	7245
Gene4442	3202	4419	3342	3569	3686	2252	1686	7316	3891	5671	7878	4822	9601	3562	2583
Gene4443	3089	2219	2644	1297	4695	1862	3377	6010	8276	7755	9297	9667	7841	8959	11682
Gene4444	712	3164	2421	4906	2164	2455	3110	8564	5880	4077	6246	7811	5231	9014	12821
Gene4445	4505	1953	3753	439	2696	4794	2482	4730	7293	4919	7308	3028	3823	4301	2258
Gene4446	4251	1717	2279	2663	3180	2838	1483	9799	7533	8062	8777	6391	8638	3677	1607
Gene4447	844	3327	2776	4824	2392	2758	581	8947	9708	4727	8265	6134	6175	6932	934
Gene4448	1843	3582	1327	2178	213	3967	1620	9412	7873	8820	7818	6262	4579	3183	1776
Gene4449	329	3333	3444	1837	3193	4859	2639	9049	5877	3590	9820	8061	3761	3074	14272
Gene4450	4221	177	1792	4341	1934	648	1259	8163	5511	9406	7320	3059	8864	7587	7132
Gene4451	4841	4793	3819	641	898	4865	2104	5407	3528	3040	9340	7950	7209	7217	10039
Gene4452	3130	4918	1624	1225	633	3537	4513	5372	9555	8031	3637	5057	7918	5679	4595
Gene4453	1035	3346	2196	3035	1697	1527	1030	8929	9413	9277	6785	3593	3098	8341	11574
Gene4454	2373	682	2483	2205	1635	694	1262	7890	9661	4398	8916	8071	7807	4024	13439
Gene4455	2271	4816	1565	4536	4903	4131	1110	5806	6196	7147	6545	8980	8851	6237	13570
Gene4456	2124	4651	4728	1336	3261	2195	4675	9981	7720	3862	9725	3434	4819	8209	6913
Gene4457	4399	2177	3774	2111	1925	705	4166	7011	9358	6091	4531	8823	9880	5632	11861
Gene4458	3293	1607	3702	35	495	3147	4393	4927	3694	5589	7172	8360	9406	9775	6182
Gene4459	2936	4873	4532	215	2632	922	2567	7972	5981	9000	5459	9681	9271	7052	1993
Gene4460	188	466	935	2406	686	45	2882	9652	9933	6822	7965	5280	9558	6630	14204
Gene4461	121	3951	4438	3070	2911	2602	1964	4052	7782	3254	6150	7825	8615	5944	12979
Gene4462	2404	999	853	831	3838	716	1648	6712	9315	3500	8767	3561	5966	8983	6251
Gene4463	3591	4161	1705	4739	3770	1639	4151	5805	6249	4328	5159	7064	4644	5435	3252
Gene4464	4723	4606	3394	2807	3542	3865	1202	8205	5981	5805	4637	5068	4323	6692	2468
Gene4465	3153	4838	1502	3972	2615	1147	112	6515	6283	4334	3062	9605	7294	4688	13987
Gene4466	235	1157	471	601	4267	1382	1527	5348	5936	6497	5479	3668	3280	7305	5639
Gene4467	2815	124	2221	3971	2706	31	959	4534	7349	4573	9300	3740	6539	9170	8484
Gene4468	3256	2704	4167	2	4470	4448	274	6470	6816	6684	3352	7423	5597	5007	4851
Gene4469	3855	2830	4307	3076	1507	2756	3945	3313	4136	8150	3954	4576	3643	7505	7806
Gene4470	2111	2867	2942	739	367	2534	4460	5106	6948	4294	5754	7427	7814	9558	7767
Gene4471	2403	293	1171	4857	4044	1580	4455	6924	7254	5491	8923	6882	7493	4575	12488
Gene4472	503	3577	1256	1476	1392	3149	4445	5179	4596	8562	9059	5656	8083	5840	14759
Gene4473	2260	3968	470	61	1280	4831	3421	5648	9950	7878	7722	7107	4995	9345	2399
Gene4474	4905	3293	3522	4904	1201	4300	4593	9725	7588	8294	5687	5026	3238	3785	14884
Gene4475	1110	1587	2905	1020	670	322	2362	4556	5065	4349	7863	9608	4719	9842	6380
Gene4476	3481	4030	2313	765	1682	816	496	6036	4147	8495	3632	3049	4346	5739	2601
Gene4477	1769	2269	2338	3040	2307	2757	3874	8510	8953	9624	4477	4180	8147	4118	3411
Gene4478	4440	3691	321	60	2876	3765	616	4546	6297	5873	5642	8049	5504	3904	11026
Gene4479	4799	2644	1789	160	1051	191	698	9615	8468	8134	5990	6344	6365	6387	3447
Gene4480	502	4061	240	2983	894	2138	3451	6493	9001	3578	3318	7877	5130	9586	5142
Gene4481	1861	3290	523	3983	1070	4218	4179	7540	9534	9349	8253	4219	5733	4331	5056
Gene4482	507	4615	4100	2022	3384	4097	1872	8905	4530	5399	5489	6331	8675	4356	14804
Gene4483	3396	2092	3045	2969	194	61	1607	8186	9323	9501	9539	5075	5681	6837	10031
Gene4484	263	3184	2003	1108	660	1300	2058	4627	4577	3342	3072	6841	7311	5928	8879
Gene4485	1377	3301	4176	1222	111	3046	4139	5567	3926	3762	7161	9469	3213	6363	1451
Gene4486	1454	366	2101	1251	968	1002	259	8842	5091	6104	6737	7699	9839	9428	1379
Gene4487	845	1409	1075	3277	1870	4347	1774	3721	3820	9646	9625	9949	5962	6653	10727
Gene4488	2052	2811	2526	2845	3560	3982	1899	5607	4601	9191	7101	3994	7046	7738	3608
Gene4489	3587	3918	3634	692	3798	706	2408	9283	4604	9300	5595	7892	5218	8566	12324
Gene4490	1916	4208	2635	3722	2915	3610	3354	3400	5956	5886	3860	8700	8867	9331	1786
Gene4491	2359	527	2694	1439	1086	1771	2753	5943	5185	5939	6957	7062	4675	4556	9264
Gene4492	3618	1210	741	4624	1317	1057	3882	4988	6753	7888	5987	7773	9574	7189	2518
Gene4493	4332	4921	2720	3384	2958	4805	2586	7824	8589	3534	3320	8414	6971	4987	4116
Gene4494	2053	1828	1535	1432	534	2485	1208	7162	6293	7601	8549	9304	7311	3148	14452
Gene4495	2219	1215	1008	4319	4289	3554	617	4133	4496	7178	9930	8575	3325	9598	2491
Gene4496	2179	3843	4825	1909	2803	3569	4905	7332	4369	3497	9140	8548	3171	7312	2563
Gene4497	4461	4310	4666	1368	1252	4082	4456	7973	6521	6012	9096	9532	3545	9976	10594
Gene4498	1908	3918	2488	1109	3106	2396	2857	9594	8543	4887	6957	7879	4484	7121	2767
Gene4499	426	4197	3163	4049	560	763	3440	8395	4247	9441	6156	4072	4713	5586	5700
Gene4500	2213	552	4039	4041	3434	2034	299	5220	9219	9635	8329	6703	9556	6392	10775
Gene4501	58	759	1440	1217	4417	3299	2188	3238	5256	3733	7577	6823	5677	8056	12264
Gene4502	3083	2107	1323	4960	4550	2659	3607	7062	8520	3922	7847	5843	5750	3686	6620
Gene4503	1814	2100	4247	650	4229	2880	4897	8732	6980	8812	4718	3556	5293	5662	14955
Gene4504	4848	203	4536	2120	4481	183	708	3125	6996	9740	9513	5324	3712	5266	4493
Gene4505	1881	2808	1051	1180	4276	356	488	4307	5009	3399	4896	9036	4837	9514	6934
Gene4506	4564	4817	2658	2874	1237	3805	976	8450	7695	8140	7621	6103	8297	7523	7041
